ID_MEDICO;especialidade
28566;GINECOLOGIA E OBSTETRICIA
28567;DERMATOLOGIA
28568;CARDIOLOGIA
28569;GINECOLOGIA E OBSTETRICIA
28570;GINECOLOGIA E OBSTETRICIA
28571;CARDIOLOGIA
28572;CLINICA MEDICA
28573;OFTALMOLOGIA
28574;CARDIOLOGIA
28575;CLINICA MEDICA
28576;CLINICA MEDICA
28577;CLINICA MEDICA
28578;CLINICA MEDICA
28579;ENDOCRINOLOGIA E METABOLOGIA
28580;PEDIATRIA
28581;PEDIATRIA
28582;GASTROENTEROLOGIA
28583;GINECOLOGIA E OBSTETRICIA
28584;DERMATOLOGIA
28585;CLINICA MEDICA
28586;CARDIOLOGIA
28587;DERMATOLOGIA
28588;GERIATRIA
28589;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
28590;CARDIOLOGIA
28591;PSIQUIATRIA
28592;CARDIOLOGIA
28593;GERIATRIA
28594;PNEUMOLOGIA
28595;CARDIOLOGIA
28596;ENDOCRINOLOGIA E METABOLOGIA
28597;OFTALMOLOGIA
28598;PEDIATRIA
28599;CLINICA MEDICA
28600;ENDOCRINOLOGIA E METABOLOGIA
28601;CARDIOLOGIA
28602;DERMATOLOGIA
28603;CARDIOLOGIA
28604;CARDIOLOGIA
28605;CARDIOLOGIA
28606;CARDIOLOGIA
28607;CLINICA MEDICA
28608;ENDOCRINOLOGIA E METABOLOGIA
28609;ENDOCRINOLOGIA E METABOLOGIA
28610;CARDIOLOGIA
28611;CLINICA MEDICA
28612;ENDOCRINOLOGIA E METABOLOGIA
28613;CLINICA MEDICA
28614;CLINICA MEDICA
28615;CLINICA MEDICA
28616;CLINICA MEDICA
28617;CLINICA MEDICA
28618;CLINICA MEDICA
28619;CLINICA MEDICA
28620;GASTROENTEROLOGIA
28621;CLINICA MEDICA
28622;CLINICA MEDICA
28623;PEDIATRIA
28624;PEDIATRIA
28625;PEDIATRIA
28626;CARDIOLOGIA
28627;CARDIOLOGIA
28628;CLINICA MEDICA
28629;PSIQUIATRIA
28630;GINECOLOGIA E OBSTETRICIA
28631;DERMATOLOGIA
28632;ORTOPEDIA E TRAUMATOLOGIA
28633;OFTALMOLOGIA
28634;CARDIOLOGIA
28635;CARDIOLOGIA
28636;CLINICA MEDICA
28637;ENDOCRINOLOGIA E METABOLOGIA
28638;PEDIATRIA
28639;ENDOCRINOLOGIA E METABOLOGIA
28640;CARDIOLOGIA
28641;PSIQUIATRIA
28642;NEUROLOGIA
28643;GASTROENTEROLOGIA
28644;PEDIATRIA
28645;CARDIOLOGIA
28646;PSIQUIATRIA
28647;ENDOCRINOLOGIA E METABOLOGIA
28648;ORTOPEDIA E TRAUMATOLOGIA
28649;CLINICA MEDICA
28650;ORTOPEDIA E TRAUMATOLOGIA
28651;CARDIOLOGIA
28652;ENDOCRINOLOGIA E METABOLOGIA
28653;PNEUMOLOGIA
28654;CLINICA MEDICA
28655;CARDIOLOGIA
28656;GINECOLOGIA E OBSTETRICIA
28657;PSIQUIATRIA
28658;CLINICA MEDICA
28659;CLINICA MEDICA
28660;CLINICA MEDICA
28661;CARDIOLOGIA
28662;GINECOLOGIA E OBSTETRICIA
28663;CARDIOLOGIA
28664;HEMATOLOGIA E HEMOTERAPIA
28665;GERIATRIA
28666;CLINICA MEDICA
28667;PEDIATRIA
28668;CARDIOLOGIA
28669;GINECOLOGIA E OBSTETRICIA
28670;CIRURGIA GERAL
28671;PEDIATRIA
28672;CLINICA MEDICA
28673;CLINICA MEDICA
28674;CARDIOLOGIA
28675;ENDOCRINOLOGIA E METABOLOGIA
28676;ENDOCRINOLOGIA E METABOLOGIA
28677;CLINICA MEDICA
28678;CLINICA MEDICA
28679;ORTOPEDIA E TRAUMATOLOGIA
28680;CLINICA MEDICA
28681;PEDIATRIA
28682;REUMATOLOGIA
28683;PEDIATRIA
28684;CLINICA MEDICA
28685;CIRURGIA TORACICA
28686;ORTOPEDIA E TRAUMATOLOGIA
28687;PEDIATRIA
28688;ORTOPEDIA E TRAUMATOLOGIA
28689;ORTOPEDIA E TRAUMATOLOGIA
28690;CARDIOLOGIA
28691;GINECOLOGIA E OBSTETRICIA
28692;GINECOLOGIA E OBSTETRICIA
28693;CARDIOLOGIA
28694;INFECTOLOGIA
28695;CIRURGIA PLASTICA
28696;NUTROLOGIA
28697;NEUROLOGIA
28698;OTORRINOLARINGOLOGIA
28699;CARDIOLOGIA
28700;NEUROLOGIA
28701;PEDIATRIA
28702;COLOPROCTOLOGIA
28703;GINECOLOGIA E OBSTETRICIA
28704;MEDICINA DO TRABALHO
28705;ENDOCRINOLOGIA E METABOLOGIA
28706;DERMATOLOGIA
28707;PSIQUIATRIA
28708;NEFROLOGIA
28709;CLINICA MEDICA
28710;GASTROENTEROLOGIA
28711;CARDIOLOGIA
28712;GINECOLOGIA E OBSTETRICIA
28713;CIRURGIA GERAL
28714;NEUROLOGIA
28715;ORTOPEDIA E TRAUMATOLOGIA
28716;PEDIATRIA
28717;ENDOCRINOLOGIA E METABOLOGIA
28718;ENDOCRINOLOGIA E METABOLOGIA
28719;CARDIOLOGIA
28720;CARDIOLOGIA
28721;ORTOPEDIA E TRAUMATOLOGIA
28722;PSIQUIATRIA
28723;GERIATRIA
28724;GINECOLOGIA E OBSTETRICIA
28725;CARDIOLOGIA
28726;PSIQUIATRIA
28727;PSIQUIATRIA
28728;ORTOPEDIA E TRAUMATOLOGIA
28729;NEFROLOGIA
28730;CLINICA MEDICA
28731;CARDIOLOGIA
28732;CLINICA MEDICA
28733;CARDIOLOGIA
28734;ENDOCRINOLOGIA E METABOLOGIA
28735;ENDOCRINOLOGIA E METABOLOGIA
28736;PSIQUIATRIA
28737;PEDIATRIA
28738;CARDIOLOGIA
28739;NEFROLOGIA
28740;CIRURGIA DE CABECA E PESCOCO
28741;PSIQUIATRIA
28742;GASTROENTEROLOGIA
28743;PEDIATRIA
28744;CLINICA MEDICA
28745;GINECOLOGIA E OBSTETRICIA
28746;ENDOCRINOLOGIA E METABOLOGIA
28747;CLINICA MEDICA
28748;COLOPROCTOLOGIA
28749;CLINICA MEDICA
28750;CLINICA MEDICA
28751;PSIQUIATRIA
28752;CARDIOLOGIA
28753;GINECOLOGIA E OBSTETRICIA
28754;PSIQUIATRIA
28755;GASTROENTEROLOGIA
28756;ENDOCRINOLOGIA E METABOLOGIA
28757;NEUROLOGIA
28758;NEUROLOGIA
28759;CARDIOLOGIA
28760;ENDOCRINOLOGIA E METABOLOGIA
28761;CARDIOLOGIA
28762;HEMATOLOGIA E HEMOTERAPIA
28763;NEUROLOGIA
28764;NEFROLOGIA
28765;ENDOCRINOLOGIA E METABOLOGIA
28766;CARDIOLOGIA
28767;CIRURGIA PLASTICA
28768;CARDIOLOGIA
28769;CARDIOLOGIA
28770;NEUROLOGIA
28771;CARDIOLOGIA
28772;CARDIOLOGIA
28773;GINECOLOGIA E OBSTETRICIA
28774;UROLOGIA
28775;CARDIOLOGIA
28776;CARDIOLOGIA
28777;REUMATOLOGIA
28778;PNEUMOLOGIA
28779;NEUROLOGIA
28780;GINECOLOGIA E OBSTETRICIA
28781;CARDIOLOGIA
28782;NEUROLOGIA
28783;DERMATOLOGIA
28784;PSIQUIATRIA
28785;PSIQUIATRIA
28786;GINECOLOGIA E OBSTETRICIA
28787;ENDOCRINOLOGIA E METABOLOGIA
28788;CARDIOLOGIA
28789;REUMATOLOGIA
28790;ENDOCRINOLOGIA E METABOLOGIA
28791;CARDIOLOGIA
28792;PSIQUIATRIA
28793;CARDIOLOGIA
28794;PEDIATRIA
28795;CARDIOLOGIA
28796;PSIQUIATRIA
28797;PSIQUIATRIA
28798;CARDIOLOGIA
28799;ENDOCRINOLOGIA E METABOLOGIA
28800;ENDOCRINOLOGIA E METABOLOGIA
28801;GINECOLOGIA E OBSTETRICIA
28802;DERMATOLOGIA
28803;NEUROLOGIA
28804;INFECTOLOGIA
28805;CARDIOLOGIA
28806;GASTROENTEROLOGIA
28807;CARDIOLOGIA
28808;NEUROLOGIA
28809;OFTALMOLOGIA
28810;CARDIOLOGIA
28811;UROLOGIA
28812;PSIQUIATRIA
28813;UROLOGIA
28814;CARDIOLOGIA
28815;ENDOCRINOLOGIA E METABOLOGIA
28816;OTORRINOLARINGOLOGIA
28817;PEDIATRIA
28818;ANESTESIOLOGIA
28819;ENDOCRINOLOGIA E METABOLOGIA
28820;ANGIOLOGIA
28821;CARDIOLOGIA
28822;CARDIOLOGIA
28823;CARDIOLOGIA
28824;ORTOPEDIA E TRAUMATOLOGIA
28825;OTORRINOLARINGOLOGIA
28826;GINECOLOGIA E OBSTETRICIA
28827;PEDIATRIA
28828;CIRURGIA DO APARELHO DIGESTIVO
28829;PSIQUIATRIA
28830;CARDIOLOGIA
28831;ENDOCRINOLOGIA E METABOLOGIA
28832;DERMATOLOGIA
28833;GINECOLOGIA E OBSTETRICIA
28834;GERIATRIA
28835;REUMATOLOGIA
28836;PSIQUIATRIA
28837;UROLOGIA
28838;PSIQUIATRIA
28839;GASTROENTEROLOGIA
28840;DERMATOLOGIA
28841;GINECOLOGIA E OBSTETRICIA
28842;CLINICA MEDICA
28843;NEUROLOGIA
28844;REUMATOLOGIA
28845;PSIQUIATRIA
28846;CARDIOLOGIA
28847;GASTROENTEROLOGIA
28848;CARDIOLOGIA
28849;CARDIOLOGIA
28850;OTORRINOLARINGOLOGIA
28851;ENDOCRINOLOGIA E METABOLOGIA
28852;NEUROLOGIA
28853;DERMATOLOGIA
28854;GINECOLOGIA E OBSTETRICIA
28855;DERMATOLOGIA
28856;NEUROLOGIA
28857;CARDIOLOGIA
28858;CARDIOLOGIA
28859;CARDIOLOGIA
28860;CLINICA MEDICA
28861;CLINICA MEDICA
28862;GASTROENTEROLOGIA
28863;MEDICINA INTENSIVA
28864;ENDOCRINOLOGIA E METABOLOGIA
28865;CARDIOLOGIA
28866;GASTROENTEROLOGIA
28867;ENDOCRINOLOGIA E METABOLOGIA
28868;ENDOCRINOLOGIA E METABOLOGIA
28869;CARDIOLOGIA
28870;CLINICA MEDICA
28871;ORTOPEDIA E TRAUMATOLOGIA
28872;ENDOCRINOLOGIA E METABOLOGIA
28873;ENDOCRINOLOGIA E METABOLOGIA
28874;MEDICINA NUCLEAR
28875;CARDIOLOGIA
28876;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
28877;PSIQUIATRIA
28878;NUTROLOGIA
28879;ENDOCRINOLOGIA E METABOLOGIA
28880;CARDIOLOGIA
28881;ENDOCRINOLOGIA E METABOLOGIA
28882;GASTROENTEROLOGIA
28883;OFTALMOLOGIA
28884;GINECOLOGIA E OBSTETRICIA
28885;GERIATRIA
28886;OFTALMOLOGIA
28887;ANESTESIOLOGIA
28888;GASTROENTEROLOGIA
28889;PSIQUIATRIA
28890;PSIQUIATRIA
28891;UROLOGIA
28892;CLINICA MEDICA
28893;CARDIOLOGIA
28894;PNEUMOLOGIA
28895;CARDIOLOGIA
28896;CARDIOLOGIA
28897;OFTALMOLOGIA
28898;ORTOPEDIA E TRAUMATOLOGIA
28899;OTORRINOLARINGOLOGIA
28900;REUMATOLOGIA
28901;NEFROLOGIA
28902;ENDOCRINOLOGIA E METABOLOGIA
28903;OTORRINOLARINGOLOGIA
28904;HEMATOLOGIA E HEMOTERAPIA
28905;PSIQUIATRIA
28906;PNEUMOLOGIA
28907;CARDIOLOGIA
28908;GINECOLOGIA E OBSTETRICIA
28909;PNEUMOLOGIA
28910;ORTOPEDIA E TRAUMATOLOGIA
28911;CARDIOLOGIA
28912;PSIQUIATRIA
28913;PSIQUIATRIA
28914;NEUROLOGIA
28915;ENDOCRINOLOGIA E METABOLOGIA
28916;PEDIATRIA
28917;PSIQUIATRIA
28918;CARDIOLOGIA
28919;CARDIOLOGIA
28920;CLINICA MEDICA
28921;DERMATOLOGIA
28922;NUTROLOGIA
28923;ENDOCRINOLOGIA E METABOLOGIA
28924;CARDIOLOGIA
28925;GASTROENTEROLOGIA
28926;CARDIOLOGIA
28927;CANCEROLOGIA
28928;UROLOGIA
28929;COLOPROCTOLOGIA
28930;ENDOCRINOLOGIA E METABOLOGIA
28931;UROLOGIA
28932;UROLOGIA
28933;CARDIOLOGIA
28934;ENDOCRINOLOGIA E METABOLOGIA
28935;ENDOCRINOLOGIA E METABOLOGIA
28936;ENDOCRINOLOGIA E METABOLOGIA
28937;ENDOCRINOLOGIA E METABOLOGIA
28938;ORTOPEDIA E TRAUMATOLOGIA
28939;CARDIOLOGIA
28940;ENDOCRINOLOGIA E METABOLOGIA
28941;CARDIOLOGIA
28942;CARDIOLOGIA
28943;ENDOCRINOLOGIA E METABOLOGIA
28944;HEMATOLOGIA E HEMOTERAPIA
28945;DERMATOLOGIA
28946;ENDOCRINOLOGIA E METABOLOGIA
28947;CIRURGIA GERAL
28948;CARDIOLOGIA
28949;CARDIOLOGIA (Eletrofisiologia Clínica Invasiva) 
28950;PSIQUIATRIA
28951;ENDOCRINOLOGIA E METABOLOGIA
28952;GERIATRIA
28953;CARDIOLOGIA
28954;CARDIOLOGIA
28955;GINECOLOGIA E OBSTETRICIA
28956;GINECOLOGIA E OBSTETRICIA
28957;CANCEROLOGIA
28958;CARDIOLOGIA
28959;ORTOPEDIA E TRAUMATOLOGIA
28960;GERIATRIA
28961;REUMATOLOGIA
28962;CARDIOLOGIA
28963;CARDIOLOGIA
28964;ORTOPEDIA E TRAUMATOLOGIA
28965;OTORRINOLARINGOLOGIA
28966;OTORRINOLARINGOLOGIA
28967;CARDIOLOGIA
28968;CARDIOLOGIA
28969;CLINICA MEDICA
28970;CARDIOLOGIA
28971;ORTOPEDIA E TRAUMATOLOGIA
28972;ANESTESIOLOGIA
28973;REUMATOLOGIA
28974;CARDIOLOGIA
28975;ENDOCRINOLOGIA E METABOLOGIA
28976;CARDIOLOGIA
28977;CARDIOLOGIA
28978;ORTOPEDIA E TRAUMATOLOGIA
28979;ENDOCRINOLOGIA E METABOLOGIA
28980;PSIQUIATRIA
28981;CARDIOLOGIA
28982;CLINICA MEDICA
28983;CANCEROLOGIA
28984;ANESTESIOLOGIA
28985;PSIQUIATRIA
28986;ORTOPEDIA E TRAUMATOLOGIA
28987;MEDICINA INTENSIVA
28988;CLINICA MEDICA
28989;CARDIOLOGIA
28990;REUMATOLOGIA
28991;CARDIOLOGIA
28992;ANESTESIOLOGIA
28993;ENDOCRINOLOGIA E METABOLOGIA
28994;CARDIOLOGIA
28995;GASTROENTEROLOGIA
28996;RADIOTERAPIA
28997;REUMATOLOGIA
28998;NEUROLOGIA
28999;CARDIOLOGIA
29000;CANCEROLOGIA
29001;DERMATOLOGIA
29002;CARDIOLOGIA
29003;CARDIOLOGIA
29004;GERIATRIA
29005;CIRURGIA GERAL
29006;PSIQUIATRIA
29007;ANESTESIOLOGIA
29008;CANCEROLOGIA
29009;ANESTESIOLOGIA
29010;CLINICA MEDICA
29011;ORTOPEDIA E TRAUMATOLOGIA
29012;GERIATRIA
29013;ANGIOLOGIA
29014;PEDIATRIA
29015;ENDOCRINOLOGIA E METABOLOGIA
29016;CARDIOLOGIA
29017;ORTOPEDIA E TRAUMATOLOGIA
29018;CARDIOLOGIA
29019;GERIATRIA
29020;CIRURGIA GERAL
29021;CIRURGIA GERAL
29022;ORTOPEDIA E TRAUMATOLOGIA
29023;CLINICA MEDICA
29024;UROLOGIA
29025;NEUROLOGIA
29026;CLINICA MEDICA
29027;CARDIOLOGIA
29028;PEDIATRIA
29029;CARDIOLOGIA
29030;CARDIOLOGIA | CLÍNICA MÉDICA
29031;PEDIATRIA
29032;ORTOPEDIA E TRAUMATOLOGIA
29033;GERIATRIA
29034;CARDIOLOGIA
29035;ENDOCRINOLOGIA E METABOLOGIA
29036;CLINICA MEDICA
29037;CLINICA MEDICA
29038;CLINICA MEDICA
29039;ORTOPEDIA E TRAUMATOLOGIA
29040;OTORRINOLARINGOLOGIA
29041;ENDOCRINOLOGIA E METABOLOGIA
29042;PSIQUIATRIA
29043;OFTALMOLOGIA
29044;NEUROLOGIA
29045;CARDIOLOGIA
29046;ENDOCRINOLOGIA E METABOLOGIA
29047;PEDIATRIA
29048;CANCEROLOGIA
29049;CIRURGIA CARDIOVASCULAR
29050;OUTRAS OCUPACOES MEDICAS
29051;ORTOPEDIA E TRAUMATOLOGIA
29052;CARDIOLOGIA
29053;ORTOPEDIA E TRAUMATOLOGIA
29054;CIRURGIA CARDIOVASCULAR
29055;CLINICA MEDICA
29056;CARDIOLOGIA
29057;CLINICA MEDICA
29058;ENDOCRINOLOGIA E METABOLOGIA
29059;CARDIOLOGIA
29060;ALERGIA E IMUNOLOGIA
29061;ORTOPEDIA E TRAUMATOLOGIA
29062;HEMATOLOGIA E HEMOTERAPIA
29063;UROLOGIA
29064;CLINICA MEDICA
29065;CARDIOLOGIA
29066;CLINICA MEDICA
29067;NEUROLOGIA
29068;NEUROLOGIA
29069;PSIQUIATRIA
29070;CARDIOLOGIA
29071;ANGIOLOGIA
29072;OFTALMOLOGIA
29073;GINECOLOGIA E OBSTETRICIA
29074;GINECOLOGIA E OBSTETRICIA
29075;PEDIATRIA
29076;CARDIOLOGIA
29077;OFTALMOLOGIA
29078;ANGIOLOGIA
29079;CARDIOLOGIA
29080;CARDIOLOGIA
29081;PSIQUIATRIA
29082;CARDIOLOGIA
29083;CARDIOLOGIA
29084;NEFROLOGIA
29085;CARDIOLOGIA
29086;CIRURGIA CARDIOVASCULAR
29087;HOMEOPATIA
29088;GERIATRIA
29089;PSIQUIATRIA
29090;CARDIOLOGIA
29091;CARDIOLOGIA
29092;ANESTESIOLOGIA
29093;NEUROLOGIA
29094;MEDICINA INTENSIVA
29095;CARDIOLOGIA
29096;NEUROLOGIA
29097;CARDIOLOGIA
29098;DERMATOLOGIA
29099;CARDIOLOGIA
29100;PNEUMOLOGIA
29101;PSIQUIATRIA
29102;CARDIOLOGIA
29103;UROLOGIA
29104;CARDIOLOGIA
29105;CARDIOLOGIA
29106;PSIQUIATRIA
29107;CARDIOLOGIA
29108;CARDIOLOGIA
29109;CLINICA MEDICA
29110;GINECOLOGIA E OBSTETRICIA
29111;CLINICA MEDICA
29112;CARDIOLOGIA
29113;CLINICA MEDICA
29114;OUTRAS OCUPACOES MEDICAS
29115;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
29116;CLINICA MEDICA
29117;MEDICINA DE FAMILIA E COMUNIDADE
29118;CARDIOLOGIA
29119;OTORRINOLARINGOLOGIA
29120;CLINICA MEDICA
29121;CLINICA MEDICA
29122;CLINICA MEDICA
29123;CLINICA MEDICA
29124;CLINICA MEDICA
29125;CLINICA MEDICA
29126;PEDIATRIA
29127;ANESTESIOLOGIA
29128;CLINICA MEDICA
29129;CLINICA MEDICA
29130;CLINICA MEDICA
29131;CLINICA MEDICA
29132;CLINICA MEDICA
29133;CLINICA MEDICA
29134;CLINICA MEDICA
29135;CLINICA MEDICA
29136;CLINICA MEDICA
29137;PEDIATRIA
29138;CLINICA MEDICA
29139;CLINICA MEDICA
29140;CLINICA MEDICA
29141;CLINICA MEDICA
29142;CLINICA MEDICA
29143;CLINICA MEDICA
29144;CLINICA MEDICA
29145;CLINICA MEDICA
29146;CLINICA MEDICA
29147;CLINICA MEDICA
29148;CLINICA MEDICA
29149;CLINICA MEDICA
29150;CLINICA MEDICA
29151;CLINICA MEDICA
29152;MEDICINA DO TRABALHO
29153;CLINICA MEDICA
29154;CLINICA MEDICA
29155;CLINICA MEDICA
29156;CARDIOLOGIA
29157;CARDIOLOGIA
29158;ALERGIA E IMUNOLOGIA
29159;UROLOGIA
29160;CARDIOLOGIA
29161;CARDIOLOGIA
29162;ENDOCRINOLOGIA E METABOLOGIA
29163;CLINICA MEDICA
29164;CARDIOLOGIA
29165;OTORRINOLARINGOLOGIA
29166;CLINICA MEDICA
29167;PSIQUIATRIA
29168;CLINICA MEDICA
29169;INFECTOLOGIA
29170;GINECOLOGIA E OBSTETRICIA
29171;INFECTOLOGIA
29172;CLINICA MEDICA
29173;ORTOPEDIA E TRAUMATOLOGIA
29174;NEFROLOGIA
29175;GINECOLOGIA E OBSTETRICIA
29176;CIRURGIA DO APARELHO DIGESTIVO
29177;CARDIOLOGIA
29178;HEMATOLOGIA E HEMOTERAPIA
29179;ENDOCRINOLOGIA E METABOLOGIA
29180;OFTALMOLOGIA
29181;NEUROLOGIA
29182;PEDIATRIA
29183;INFECTOLOGIA
29184;REUMATOLOGIA
29185;CLINICA MEDICA
29186;CLINICA MEDICA
29187;PEDIATRIA
29188;GINECOLOGIA E OBSTETRICIA
29189;PEDIATRIA
29190;NUTROLOGIA
29191;PSIQUIATRIA
29192;CLINICA MEDICA
29193;NEUROLOGIA
29194;GASTROENTEROLOGIA
29195;ANESTESIOLOGIA
29196;MEDICINA DE TRAFEGO
29197;ORTOPEDIA E TRAUMATOLOGIA
29198;GINECOLOGIA E OBSTETRICIA
29199;ENDOCRINOLOGIA E METABOLOGIA
29200;OFTALMOLOGIA
29201;PSIQUIATRIA
29202;PEDIATRIA
29203;GINECOLOGIA E OBSTETRICIA
29204;GINECOLOGIA E OBSTETRICIA
29205;CLINICA MEDICA
29206;CLINICA MEDICA
29207;OFTALMOLOGIA
29208;INFECTOLOGIA
29209;PEDIATRIA
29210;DERMATOLOGIA
29211;CLINICA MEDICA
29212;CLINICA MEDICA
29213;CARDIOLOGIA
29214;PEDIATRIA
29215;CLINICA MEDICA
29216;PSIQUIATRIA
29217;PEDIATRIA
29218;CLINICA MEDICA
29219;CLINICA MEDICA
29220;CIRURGIA GERAL
29221;CLINICA MEDICA
29222;CIRURGIA PLASTICA
29223;PSIQUIATRIA
29224;CLINICA MEDICA
29225;ANESTESIOLOGIA
29226;ORTOPEDIA E TRAUMATOLOGIA
29227;MEDICINA DO TRABALHO
29228;CLINICA MEDICA
29229;CLINICA MEDICA
29230;DERMATOLOGIA
29231;PSIQUIATRIA
29232;ORTOPEDIA E TRAUMATOLOGIA
29233;CARDIOLOGIA
29234;CLINICA MEDICA
29235;CLINICA MEDICA
29236;CLINICA MEDICA
29237;CLINICA MEDICA
29238;PEDIATRIA
29239;CLINICA MEDICA
29240;CLINICA MEDICA
29241;CLINICA MEDICA
29242;CLINICA MEDICA
29243;CLINICA MEDICA
29244;CLINICA MEDICA
29245;CLINICA MEDICA
29246;CLINICA MEDICA
29247;CLINICA MEDICA
29248;CLINICA MEDICA
29249;CLINICA MEDICA
29250;CLINICA MEDICA
29251;CLINICA MEDICA
29252;ANESTESIOLOGIA
29253;CLINICA MEDICA
29254;CANCEROLOGIA
29255;GINECOLOGIA E OBSTETRICIA
29256;CLINICA MEDICA
29257;GINECOLOGIA E OBSTETRICIA
29258;DERMATOLOGIA
29259;GERIATRIA
29260;CIRURGIA GERAL
29261;ENDOCRINOLOGIA E METABOLOGIA
29262;GASTROENTEROLOGIA
29263;GASTROENTEROLOGIA
29264;PSIQUIATRIA
29265;ORTOPEDIA E TRAUMATOLOGIA
29266;MEDICINA DO TRABALHO
29267;GASTROENTEROLOGIA
29268;CARDIOLOGIA
29269;PSIQUIATRIA
29270;GINECOLOGIA E OBSTETRICIA
29271;PEDIATRIA
29272;CARDIOLOGIA
29273;CARDIOLOGIA
29274;CARDIOLOGIA
29275;ORTOPEDIA E TRAUMATOLOGIA
29276;PNEUMOLOGIA
29277;ENDOCRINOLOGIA E METABOLOGIA
29278;CARDIOLOGIA
29279;CARDIOLOGIA
29280;PEDIATRIA
29281;CARDIOLOGIA
29282;CARDIOLOGIA
29283;ORTOPEDIA E TRAUMATOLOGIA
29284;ORTOPEDIA E TRAUMATOLOGIA
29285;PNEUMOLOGIA
29286;ENDOCRINOLOGIA E METABOLOGIA
29287;CARDIOLOGIA
29288;PSIQUIATRIA
29289;DERMATOLOGIA
29290;CLINICA MEDICA
29291;CARDIOLOGIA
29292;CLINICA MEDICA
29293;ENDOCRINOLOGIA E METABOLOGIA
29294;CLINICA MEDICA
29295;CARDIOLOGIA
29296;CLINICA MEDICA
29297;CLINICA MEDICA
29298;GASTROENTEROLOGIA
29299;CARDIOLOGIA
29300;CLINICA MEDICA
29301;PSIQUIATRIA
29302;CARDIOLOGIA
29303;CLINICA MEDICA
29304;ENDOCRINOLOGIA E METABOLOGIA
29305;CLINICA MEDICA
29306;ANGIOLOGIA
29307;PSIQUIATRIA
29308;PEDIATRIA
29309;PEDIATRIA
29310;GINECOLOGIA E OBSTETRICIA
29311;CLINICA MEDICA
29312;ORTOPEDIA E TRAUMATOLOGIA
29313;CLINICA MEDICA
29314;CLINICA MEDICA
29315;ALERGIA E IMUNOLOGIA
29316;CARDIOLOGIA
29317;ANESTESIOLOGIA
29318;CLINICA MEDICA
29319;ANESTESIOLOGIA
29320;CLINICA MEDICA
29321;NEUROCIRURGIA
29322;REUMATOLOGIA
29323;CLINICA MEDICA
29324;PEDIATRIA
29325;CIRURGIA GERAL
29326;ENDOCRINOLOGIA E METABOLOGIA
29327;PEDIATRIA
29328;GASTROENTEROLOGIA
29329;GINECOLOGIA E OBSTETRICIA
29330;PEDIATRIA
29331;HEMATOLOGIA E HEMOTERAPIA
29332;CLINICA MEDICA
29333;PEDIATRIA
29334;PNEUMOLOGIA
29335;DERMATOLOGIA
29336;CLINICA MEDICA
29337;INFECTOLOGIA
29338;NEUROLOGIA
29339;CARDIOLOGIA
29340;OFTALMOLOGIA
29341;PEDIATRIA
29342;OFTALMOLOGIA
29343;MEDICINA DO TRABALHO
29344;CLINICA MEDICA
29345;GINECOLOGIA E OBSTETRICIA
29346;OFTALMOLOGIA
29347;CARDIOLOGIA
29348;MEDICINA DO TRABALHO
29349;DERMATOLOGIA
29350;PEDIATRIA
29351;GINECOLOGIA E OBSTETRICIA
29352;PEDIATRIA
29353;OTORRINOLARINGOLOGIA
29354;ORTOPEDIA E TRAUMATOLOGIA
29355;PEDIATRIA
29356;CIRURGIA TORACICA
29357;CLINICA MEDICA
29358;PSIQUIATRIA
29359;GINECOLOGIA E OBSTETRICIA
29360;ALERGIA E IMUNOLOGIA
29361;CLINICA MEDICA
29362;GINECOLOGIA E OBSTETRICIA
29363;UROLOGIA
29364;PSIQUIATRIA
29365;UROLOGIA
29366;CARDIOLOGIA
29367;GINECOLOGIA E OBSTETRICIA
29368;CLINICA MEDICA
29369;PEDIATRIA
29370;CIRURGIA GERAL
29371;PEDIATRIA
29372;PEDIATRIA
29373;GINECOLOGIA E OBSTETRICIA
29374;GINECOLOGIA E OBSTETRICIA
29375;PNEUMOLOGIA
29376;GINECOLOGIA E OBSTETRICIA
29377;CLINICA MEDICA
29378;CLINICA MEDICA
29379;GERIATRIA
29380;CARDIOLOGIA
29381;OTORRINOLARINGOLOGIA
29382;COLOPROCTOLOGIA
29383;COLOPROCTOLOGIA
29384;CARDIOLOGIA
29385;GINECOLOGIA E OBSTETRICIA
29386;CARDIOLOGIA
29387;PNEUMOLOGIA
29388;CLINICA MEDICA
29389;PSIQUIATRIA
29390;CARDIOLOGIA
29391;OUTRAS OCUPACOES MEDICAS
29392;CLINICA MEDICA
29393;CARDIOLOGIA
29394;CARDIOLOGIA
29395;CARDIOLOGIA
29396;PEDIATRIA
29397;NEUROLOGIA
29398;PSIQUIATRIA
29399;CARDIOLOGIA
29400;GASTROENTEROLOGIA
29401;ORTOPEDIA E TRAUMATOLOGIA
29402;CIRURGIA DE CABECA E PESCOCO
29403;DERMATOLOGIA
29404;ANESTESIOLOGIA
29405;CLINICA MEDICA
29406;GASTROENTEROLOGIA
29407;REUMATOLOGIA
29408;GENERALISTA
29409;CLINICA MEDICA
29410;CARDIOLOGIA
29411;CARDIOLOGIA
29412;INFECTOLOGIA
29413;GASTROENTEROLOGIA
29414;GINECOLOGIA E OBSTETRICIA
29415;CARDIOLOGIA
